Elapsed Time (s),Voltage(V)
6252.505010020041,3.0
6272.545090180361,3.0
6292.5851703406815,3.0
6312.6252505010025,3.0
6332.6653306613225,3.0
6352.705410821643,3.0
6372.745490981964,3.0
6392.785571142284,3.0
6412.825651302605,3.0
6432.865731462926,3.0
6452.905811623246,3.0
6472.945891783567,3.0
6492.985971943888,3.0
6513.026052104208,3.0
6533.066132264529,3.0
6553.10621242485,3.0
6573.14629258517,3.0
6593.186372745491,3.0
6613.226452905812,3.0
6633.266533066132,3.0
6653.306613226453,3.0
6673.346693386774,3.0
6693.386773547094,3.0
6713.426853707415,3.0
6733.466933867736,3.0
6753.507014028056,3.0
6773.547094188377,3.0
6793.587174348698,3.0
6813.627254509018,3.0
6833.667334669339,3.0
6853.70741482966,3.0
6873.74749498998,3.0
6893.787575150301,3.0
6913.827655310622,3.0
6933.867735470942,3.0
6953.907815631263,3.0
6973.9478957915835,3.0
6993.9879759519035,3.0
7014.0280561122245,3.0
7034.068136272545,3.0
7054.108216432865,3.0
7074.148296593186,3.0
7094.188376753507,3.0
7114.228456913828,3.0
7134.268537074148,3.0
7154.308617234469,3.0
7174.34869739479,3.0
7194.38877755511,3.0
7214.428857715431,3.0
7234.468937875752,3.0
7254.509018036072,3.0
7274.549098196393,3.0
7294.589178356714,3.0
7314.629258517034,3.0
7334.669338677355,3.0
7354.709418837676,3.0
7374.749498997996,3.0
7394.789579158317,3.0
7414.829659318638,3.0
7434.869739478958,3.0
7454.909819639279,3.0
7474.9498997996,3.0
7494.98997995992,3.0
7515.030060120241,3.0
7535.070140280562,3.0
7555.110220440882,3.0
7575.150300601203,3.0
7595.190380761524,3.0
7615.230460921844,3.0
7635.2705410821645,3.0
7655.3106212424855,3.0
7675.3507014028055,3.0
7695.390781563126,3.0
7715.430861723447,3.0
7735.470941883767,3.0
7755.511022044088,3.0
7775.551102204409,3.0
7795.591182364729,3.0
7815.63126252505,3.0
7835.671342685371,3.0
7855.711422845691,3.0
7875.751503006012,3.0
7895.791583166333,3.0
7915.831663326653,3.0
7935.871743486974,3.0
7955.911823647295,3.0
7975.951903807615,3.0
7995.991983967936,3.0
8016.032064128257,3.0
8036.072144288577,3.0
8056.112224448898,3.0
8076.152304609219,3.0
8096.192384769539,3.0
8116.23246492986,3.0
8136.272545090181,3.0
8156.312625250501,3.0
8176.352705410822,3.0
8196.392785571143,3.0
8216.432865731464,3.0
8236.472945891785,3.0
8256.513026052104,3.0
8276.553106212425,3.0
8296.593186372746,3.0
8316.633266533066,3.0
8336.673346693387,3.0
8356.713426853708,3.0
8376.753507014027,3.0
8396.793587174348,3.0
8416.83366733467,3.0
8436.87374749499,3.0
8456.913827655311,3.0
8476.953907815632,3.0
8496.993987975951,3.0
8517.034068136272,3.0
8537.074148296593,3.0
8557.114228456914,3.0
8577.154308617235,3.0
8597.194388777556,3.0
8617.234468937875,3.0
8637.274549098196,3.0
8657.314629258517,3.0
8677.354709418838,3.0
8697.394789579159,3.0
8717.43486973948,3.0
8737.474949899799,3.0
8757.51503006012,3.0
8777.55511022044,3.0
8797.595190380762,3.0
8817.635270541083,3.0
8837.675350701404,3.0
8857.715430861723,3.0
8877.755511022044,3.0
8897.795591182365,3.0
8917.835671342686,3.0
8937.875751503007,3.0
8957.915831663327,3.0
8977.955911823647,3.0
8997.995991983968,3.0
9018.036072144288,3.0
9038.07615230461,3.0
9058.11623246493,3.0
9078.156312625251,3.0
9098.196392785572,3.0
9118.236472945891,3.0
9138.276553106212,3.0
9158.316633266533,3.0
9178.356713426854,3.0
9198.396793587175,3.0
9218.436873747496,3.0
9238.476953907815,3.0
9258.517034068136,3.0
9278.557114228457,3.0
9298.597194388778,3.0
9318.637274549099,3.0
9338.67735470942,3.0
9358.717434869739,3.0
9378.75751503006,3.0
9398.79759519038,3.0
9418.837675350702,3.0
9438.877755511023,3.0
9458.917835671344,3.0
9478.957915831663,3.0
9498.997995991984,3.0
9519.038076152305,3.0
9539.078156312626,3.0
9559.118236472947,3.0
9579.158316633268,3.0
9599.198396793587,3.0
9619.238476953908,3.0
9639.278557114229,3.0
9659.31863727455,3.0
9679.35871743487,3.0
9699.398797595191,3.0
9719.43887775551,3.0
9739.478957915831,3.0
9759.519038076152,3.0
9779.559118236473,3.0
9799.599198396794,3.0
9819.639278557115,3.0
9839.679358717434,3.0
9859.719438877755,3.0
9879.759519038076,3.0
9899.799599198397,3.0
9919.839679358718,3.0
9939.879759519039,3.0
9959.919839679358,3.0
9979.959919839679,3.0
10000.0,3.0
