Elapsed Time (s),Voltage(V),Voltage_noise_1mV(V),Voltage_noise_5mV(V),Voltage_noise_50mV(V)
7.414829659,0.925851703,0.92572209,0.927716461,0.934520203
7.615230461,0.923847695,0.924631671,0.918128995,0.86175703
7.815631263,0.921843687,0.923337119,0.913263958,0.999514331
8.016032064,0.919839679,0.918580614,0.918443922,0.974334813
8.216432866,0.917835671,0.919349595,0.919243027,0.874839334
8.416833667,0.915831663,0.917177539,0.922244069,0.886500119
8.617234469,0.913827655,0.914608967,0.915239914,0.952366667
8.817635271,0.911823647,0.912088103,0.915853745,0.887051195
9.018036072,0.909819639,0.909505716,0.903690226,0.817833709
9.218436874,0.907815631,0.909273652,0.90770297,0.960259737
9.418837675,0.905811623,0.907771882,0.90643268,0.906250694
9.619238477,0.903807615,0.90560925,0.908118846,0.999158925
9.819639279,0.901803607,0.903118711,0.902383911,0.919676963
10.02004008,0.899799599,0.90015698,0.903819994,0.909349224
10.22044088,0.897795591,0.896587273,0.895274595,1.041520615
10.42084168,0.895791583,0.895787129,0.897581358,0.887198216
10.62124248,0.893787575,0.89444405,0.895861907,0.846196787
10.82164329,0.891783567,0.890495206,0.885534689,0.903243466
11.02204409,0.889779559,0.890174681,0.890657252,0.946567304
11.22244489,0.887775551,0.888205415,0.886173738,0.829519544
11.42284569,0.885771543,0.886467586,0.876251103,0.840358288
11.62324649,0.883767535,0.882583417,0.888559568,0.90625639
11.82364729,0.881763527,0.881101824,0.879954234,0.721896257
12.0240481,0.879759519,0.879323084,0.875497569,0.825125586
12.2244489,0.877755511,0.876585709,0.875868927,0.917529715
12.4248497,0.875751503,0.877490871,0.876442505,0.846414507
12.6252505,0.873747495,0.873251584,0.881287042,0.792423338
12.8256513,0.871743487,0.872072457,0.870913821,0.96802182
13.0260521,0.869739479,0.869480906,0.872101516,0.799212721
13.22645291,0.867735471,0.869318944,0.874603368,0.841567194
13.42685371,0.865731463,0.867051824,0.868399216,0.847094888
13.62725451,0.863727455,0.864360808,0.869070276,0.867884675
13.82765531,0.861723447,0.859519937,0.859340898,0.843248187
14.02805611,0.859719439,0.859771468,0.863574686,0.855671185
14.22845691,0.857715431,0.858399117,0.857425551,0.86059016
14.42885772,0.855711423,0.856715384,0.861083479,0.851377601
14.62925852,0.853707415,0.853089508,0.848689617,0.858371107
14.82965932,0.851703407,0.853525418,0.847805618,0.732757122
15.03006012,0.849699399,0.848378968,0.856043057,0.871752634
15.23046092,0.847695391,0.847033863,0.846714971,0.777472556
15.43086172,0.845691383,0.846626433,0.84389658,0.737359107
15.63126253,0.843687375,0.843736429,0.844075237,0.91275477
15.83166333,0.841683367,0.843685759,0.838235879,0.777407603
16.03206413,0.839679359,0.839867878,0.846339066,0.848672814
16.23246493,0.837675351,0.837042157,0.831429537,0.799047276
16.43286573,0.835671343,0.835293779,0.834918353,0.801748032
16.63326653,0.833667335,0.832576189,0.835402099,0.857850073
16.83366733,0.831663327,0.830385646,0.831141091,0.779252079
17.03406814,0.829659319,0.83028973,0.825647881,0.848293032
17.23446894,0.827655311,0.828236476,0.823313365,0.846689934
17.43486974,0.825651303,0.826945861,0.827778275,0.883873698
17.63527054,0.823647295,0.822892689,0.818494892,0.806836634
17.83567134,0.821643287,0.823332394,0.8248745,0.873972399
18.03607214,0.819639279,0.819351891,0.812018537,0.905674014
18.23647295,0.817635271,0.819209679,0.814860355,0.896969385
18.43687375,0.815631263,0.815198477,0.815812793,0.84493511
18.63727455,0.813627255,0.812891771,0.807366495,0.836085558
18.83767535,0.811623246,0.811873032,0.814883301,0.954095995
19.03807615,0.809619238,0.810650692,0.809526544,0.921228036
19.23847695,0.80761523,0.80777624,0.802434862,0.769284366
19.43887776,0.805611222,0.805025694,0.798016781,0.851791674
19.63927856,0.803607214,0.802265995,0.795779268,0.833705176
19.83967936,0.801603206,0.800201686,0.801858376,0.805216579
20.04008016,0.799599198,0.800101881,0.793815048,0.807264813
20.24048096,0.79759519,0.798584903,0.790770792,0.821984446
20.44088176,0.795591182,0.795426888,0.794435053,0.842459106
20.64128257,0.793587174,0.792512809,0.804974677,0.804525667
20.84168337,0.791583166,0.792456208,0.792970868,0.808572852
21.04208417,0.789579158,0.788298764,0.793393752,0.859186174
21.24248497,0.78757515,0.786862082,0.788638742,0.803461162
21.44288577,0.785571142,0.78619216,0.789486053,0.812822266
21.64328657,0.783567134,0.781316993,0.776851691,0.833078639
21.84368737,0.781563126,0.781949496,0.779410566,0.863226247
22.04408818,0.779559118,0.778977477,0.780865872,0.840911165
22.24448898,0.77755511,0.77766439,0.777465526,0.796415858
22.44488978,0.775551102,0.775475401,0.774591136,0.785941875
22.64529058,0.773547094,0.773749209,0.770217714,0.712366915
22.84569138,0.771543086,0.772237258,0.770251171,0.786146213
23.04609218,0.769539078,0.768780708,0.765668089,0.71768059
23.24649299,0.76753507,0.768956052,0.755425905,0.716333098
23.44689379,0.765531062,0.766257156,0.75955852,0.798056508
23.64729459,0.763527054,0.764370787,0.765905319,0.758498195
23.84769539,0.761523046,0.76268791,0.769308436,0.785133521
24.04809619,0.759519038,0.760306626,0.768586939,0.728170882
24.24849699,0.75751503,0.758359109,0.757998789,0.81757523
24.4488978,0.755511022,0.755586616,0.75997794,0.762699631
24.6492986,0.753507014,0.75208024,0.758046904,0.81289343
24.8496994,0.751503006,0.751367961,0.74804171,0.785175031
25.0501002,0.749498998,0.748729483,0.741009299,0.75776145
25.250501,0.74749499,0.746072248,0.747649427,0.723568619
25.4509018,0.745490982,0.745749435,0.736679977,0.747066361
25.65130261,0.743486974,0.742918424,0.741887326,0.784887498
25.85170341,0.741482966,0.740453161,0.744523551,0.776365853
26.05210421,0.739478958,0.738435957,0.73237861,0.679699725
26.25250501,0.73747495,0.737743367,0.737636427,0.788759053
26.45290581,0.735470942,0.735829614,0.741671032,0.724775545
26.65330661,0.733466934,0.734789391,0.735274496,0.77423012
26.85370741,0.731462926,0.731449011,0.734074534,0.696588513
27.05410822,0.729458918,0.730500758,0.73399262,0.761351682
27.25450902,0.72745491,0.728857175,0.736119725,0.687625316
27.45490982,0.725450902,0.726601067,0.726208017,0.731918743
27.65531062,0.723446894,0.72108159,0.729594398,0.708545403
27.85571142,0.721442886,0.722671569,0.72112204,0.707164257
28.05611222,0.719438878,0.719778498,0.716708034,0.691109516
28.25651303,0.71743487,0.717858641,0.719008975,0.709755915
28.45691383,0.715430862,0.715802089,0.712401797,0.628399127
28.65731463,0.713426854,0.713809611,0.710561208,0.757256838
28.85771543,0.711422846,0.71174226,0.708384143,0.759507175
29.05811623,0.709418838,0.709059924,0.697941717,0.687280144
29.25851703,0.70741483,0.705513194,0.707942327,0.638427098
29.45891784,0.705410822,0.705301907,0.699091645,0.673075358
29.65931864,0.703406814,0.702603082,0.702870468,0.75078753
29.85971944,0.701402806,0.702482969,0.70865265,0.732678844
30.06012024,0.699398798,0.699110031,0.696793796,0.68438112
30.26052104,0.69739479,0.697478265,0.694684744,0.742258529
30.46092184,0.695390782,0.694541176,0.702210328,0.643316744
30.66132265,0.693386774,0.692876151,0.696118302,0.662754957
30.86172345,0.691382766,0.691371232,0.696265401,0.715113128
31.06212425,0.689378758,0.687893382,0.687602301,0.684583091
31.26252505,0.687374749,0.687675435,0.691115166,0.657913465
31.46292585,0.685370741,0.685264669,0.681939899,0.559764355
31.66332665,0.683366733,0.682181014,0.679986725,0.71692755
31.86372745,0.681362725,0.678964493,0.684343947,0.697548816
32.06412826,0.679358717,0.67987177,0.676366852,0.592212601
32.26452906,0.677354709,0.677057125,0.681190302,0.707370994
32.46492986,0.675350701,0.674820693,0.687309124,0.674632513
32.66533066,0.673346693,0.673110539,0.664915931,0.687288432
32.86573146,0.671342685,0.673159161,0.667581663,0.718602346
33.06613226,0.669338677,0.669288876,0.674939408,0.632344337
33.26653307,0.667334669,0.667421289,0.666609278,0.70301288
33.46693387,0.665330661,0.663843588,0.671136111,0.699523369
33.66733467,0.663326653,0.664973992,0.658276332,0.70140244
33.86773547,0.661322645,0.662240133,0.662979366,0.743120434
34.06813627,0.659318637,0.660385572,0.658565856,0.692255379
34.26853707,0.657314629,0.657362302,0.658016483,0.629236744
34.46893788,0.655310621,0.656227276,0.656966201,0.745229842
34.66933868,0.653306613,0.65367756,0.647206581,0.597940986
34.86973948,0.651302605,0.651915794,0.645931918,0.628166425
35.07014028,0.649298597,0.649146404,0.656294817,0.601075112
35.27054108,0.647294589,0.645820701,0.648760658,0.642156549
35.47094188,0.645290581,0.646319436,0.645822313,0.699401545
35.67134269,0.643286573,0.641351614,0.6430662,0.708175871
35.87174349,0.641282565,0.641042628,0.643065278,0.664458436
36.07214429,0.639278557,0.639074035,0.633498873,0.608809004
36.27254509,0.637274549,0.636231689,0.632279412,0.609593519
36.47294589,0.635270541,0.635883664,0.641793082,0.605110734
36.67334669,0.633266533,0.633066203,0.634022909,0.680908567
36.87374749,0.631262525,0.630825657,0.635514029,0.585935559
37.0741483,0.629258517,0.629778359,0.626230197,0.672484831
37.2745491,0.627254509,0.62677793,0.634138136,0.625624805
37.4749499,0.625250501,0.626639481,0.626976893,0.633853055
37.6753507,0.623246493,0.623597948,0.625652722,0.698832412
37.8757515,0.621242485,0.620768152,0.623986132,0.597475784
38.0761523,0.619238477,0.617294212,0.615253431,0.702324907
38.27655311,0.617234469,0.615926716,0.607905865,0.546761836
38.47695391,0.615230461,0.616317292,0.609856448,0.573992276
38.67735471,0.613226453,0.613175849,0.621379067,0.534306883
38.87775551,0.611222445,0.61093932,0.617725865,0.573883351
39.07815631,0.609218437,0.610861688,0.60748383,0.638362542
39.27855711,0.607214429,0.60593178,0.605706047,0.644100882
39.47895792,0.605210421,0.604624763,0.61039345,0.620549186
39.67935872,0.603206413,0.602733825,0.602364363,0.616561011
39.87975952,0.601202405,0.601788742,0.594706105,0.542536056
40.08016032,0.599198397,0.598534862,0.605526112,0.532856805
40.28056112,0.597194389,0.596580971,0.599580282,0.612388889
40.48096192,0.595190381,0.593585231,0.582608682,0.66258073
40.68136273,0.593186373,0.593915722,0.591620422,0.574979635
40.88176353,0.591182365,0.591988504,0.591900716,0.527754384
41.08216433,0.589178357,0.58870198,0.591584591,0.512514333
41.28256513,0.587174349,0.587337689,0.587935105,0.553141763
41.48296593,0.585170341,0.583877695,0.581991632,0.664147532
41.68336673,0.583166333,0.58269452,0.582587537,0.572779356
41.88376754,0.581162325,0.582540276,0.582636326,0.529265156
42.08416834,0.579158317,0.579294047,0.577818296,0.548684774
42.28456914,0.577154309,0.579464672,0.575294805,0.55297706
42.48496994,0.575150301,0.574363108,0.58141072,0.588430971
42.68537074,0.573146293,0.573726577,0.568413254,0.54014547
42.88577154,0.571142285,0.570946779,0.569394967,0.526645306
43.08617234,0.569138277,0.569704094,0.558981931,0.559737427
43.28657315,0.567134269,0.567127057,0.569839118,0.590567785
43.48697395,0.565130261,0.564569062,0.569271583,0.600982449
43.68737475,0.563126253,0.562258636,0.565868687,0.590652853
43.88777555,0.561122244,0.564188281,0.565710607,0.538247398
44.08817635,0.559118236,0.559040891,0.56132177,0.474364386
44.28857715,0.557114228,0.555097568,0.558826805,0.517188421
44.48897796,0.55511022,0.55446162,0.557479956,0.56931429
44.68937876,0.553106212,0.553784252,0.55176967,0.486424448
44.88977956,0.551102204,0.550602196,0.557043844,0.563733166
45.09018036,0.549098196,0.550458643,0.547355336,0.519599399
45.29058116,0.547094188,0.548096587,0.539782429,0.517985991
45.49098196,0.54509018,0.544937842,0.549339098,0.601065531
45.69138277,0.543086172,0.542613956,0.552339686,0.554022804
45.89178357,0.541082164,0.540077363,0.536281409,0.609594973
46.09218437,0.539078156,0.53837819,0.538570001,0.492115507
46.29258517,0.537074148,0.535601005,0.533646938,0.593611208
46.49298597,0.53507014,0.536274537,0.533167224,0.580524161
46.69338677,0.533066132,0.534656833,0.533296597,0.383315993
46.89378758,0.531062124,0.529805986,0.524853082,0.526648589
47.09418838,0.529058116,0.527876433,0.527669848,0.606169337
47.29458918,0.527054108,0.525285596,0.519724271,0.565956977
47.49498998,0.5250501,0.524086246,0.522208962,0.502984042
47.69539078,0.523046092,0.519939755,0.517115744,0.511406573
47.89579158,0.521042084,0.519899805,0.515746781,0.455889645
48.09619238,0.519038076,0.520334992,0.510438523,0.529352701
48.29659319,0.517034068,0.516688396,0.523130841,0.427375464
48.49699399,0.51503006,0.515884644,0.517575356,0.464264723
48.69739479,0.513026052,0.512537083,0.503438732,0.56898427
48.89779559,0.511022044,0.512782711,0.508037906,0.509993792
49.09819639,0.509018036,0.509217254,0.505665843,0.490846734
49.29859719,0.507014028,0.506632026,0.503559307,0.501718472
49.498998,0.50501002,0.507562444,0.497775602,0.642104721
49.6993988,0.503006012,0.50268154,0.506777941,0.554765412
49.8997996,0.501002004,0.499780781,0.499022685,0.462219935
50.1002004,0.498997996,0.499199906,0.501338741,0.582335484
50.3006012,0.496993988,0.496955153,0.499627767,0.492554241
50.501002,0.49498998,0.496056305,0.501867207,0.531975827
50.70140281,0.492985972,0.492064338,0.483911611,0.463654449
50.90180361,0.490981964,0.491786681,0.499674974,0.444089165
51.10220441,0.488977956,0.489830704,0.495322032,0.529073589
51.30260521,0.486973948,0.486306261,0.489839278,0.44852961
51.50300601,0.48496994,0.485133184,0.496887901,0.445904034
51.70340681,0.482965932,0.48213518,0.483990825,0.527857647
51.90380762,0.480961924,0.483307732,0.485069318,0.422858472
52.10420842,0.478957916,0.478253776,0.475265846,0.407995316
52.30460922,0.476953908,0.476500833,0.482625695,0.504206628
52.50501002,0.4749499,0.473884062,0.47578903,0.376955819
52.70541082,0.472945892,0.472599771,0.470689891,0.435359609
52.90581162,0.470941884,0.470936008,0.48152658,0.452659578
53.10621242,0.468937876,0.469705665,0.467413877,0.401672526
53.30661323,0.466933868,0.466323381,0.466978174,0.411064342
53.50701403,0.46492986,0.464744086,0.46394346,0.498223506
53.70741483,0.462925852,0.461509362,0.459147497,0.477548505
53.90781563,0.460921844,0.460094441,0.463578206,0.41363627
54.10821643,0.458917836,0.461673643,0.462609884,0.485392114
54.30861723,0.456913828,0.457955071,0.45868569,0.53287775
54.50901804,0.45490982,0.454128396,0.443106928,0.390788929
54.70941884,0.452905812,0.451568414,0.457945797,0.455968601
54.90981964,0.450901804,0.449926221,0.449150612,0.549734371
55.11022044,0.448897796,0.448876105,0.442816179,0.47945579
55.31062124,0.446893788,0.446928515,0.449910192,0.487563044
55.51102204,0.44488978,0.444145419,0.447704027,0.434882146
55.71142285,0.442885772,0.441599197,0.437670403,0.402987584
55.91182365,0.440881764,0.442304142,0.453243942,0.498050348
56.11222445,0.438877756,0.439329441,0.432829623,0.471564003
56.31262525,0.436873747,0.436499179,0.428208734,0.434297588
56.51302605,0.434869739,0.434649078,0.429098882,0.411602953
56.71342685,0.432865731,0.432336201,0.439969731,0.34547947
56.91382766,0.430861723,0.427925678,0.42998244,0.438657035
57.11422846,0.428857715,0.428973377,0.426997432,0.394272077
57.31462926,0.426853707,0.425783163,0.426542919,0.420260994
57.51503006,0.424849699,0.423847015,0.42186663,0.458398469
57.71543086,0.422845691,0.422205429,0.419394374,0.463845827
57.91583166,0.420841683,0.421573985,0.417635606,0.456791732
58.11623246,0.418837675,0.417667145,0.422377453,0.531590892
58.31663327,0.416833667,0.415399386,0.421935947,0.475089594
58.51703407,0.414829659,0.415469511,0.409554197,0.377525751
58.71743487,0.412825651,0.41358002,0.414021791,0.371910555
58.91783567,0.410821643,0.40986271,0.414762679,0.52722918
59.11823647,0.408817635,0.409380033,0.403408876,0.375651327
59.31863727,0.406813627,0.406521995,0.404300794,0.40460686
59.51903808,0.404809619,0.405110911,0.399619298,0.492052574
59.71943888,0.402805611,0.401544651,0.396350469,0.488571405
59.91983968,0.400801603,0.401634498,0.401310918,0.398070002
60.12024048,0.398797595,0.400000854,0.395116933,0.410894749
60.32064128,0.396793587,0.39743066,0.399949233,0.315038122
60.52104208,0.394789579,0.395347919,0.39464247,0.349372144
60.72144289,0.392785571,0.389013296,0.394848708,0.374522615
60.92184369,0.390781563,0.391042193,0.389320149,0.390498555
61.12224449,0.388777555,0.38875211,0.385602568,0.372611531
61.32264529,0.386773547,0.386626502,0.386320181,0.394388246
61.52304609,0.384769539,0.384138961,0.384744558,0.494404615
61.72344689,0.382765531,0.382820896,0.379236254,0.405982574
61.9238477,0.380761523,0.38117364,0.3828945,0.396196882
62.1242485,0.378757515,0.378493727,0.382490489,0.378848833
62.3246493,0.376753507,0.376290183,0.377543921,0.368158127
62.5250501,0.374749499,0.375979253,0.383316953,0.436396729
62.7254509,0.372745491,0.371640124,0.369583796,0.323182419
62.9258517,0.370741483,0.371771638,0.373344465,0.364462507
63.12625251,0.368737475,0.368914287,0.366693801,0.313948613
63.32665331,0.366733467,0.365929161,0.367906614,0.371089952
63.52705411,0.364729459,0.364439477,0.360579712,0.370681975
63.72745491,0.362725451,0.361805457,0.368301068,0.408750776
63.92785571,0.360721443,0.361396507,0.361601547,0.420604524
64.12825651,0.358717435,0.359065337,0.364678657,0.391870652
64.32865731,0.356713427,0.356156631,0.350382949,0.437826391
64.52905812,0.354709419,0.353607201,0.352241843,0.434134582
64.72945892,0.352705411,0.353007127,0.348242582,0.368473345
64.92985972,0.350701403,0.351658788,0.348041693,0.369368746
65.13026052,0.348697395,0.348583558,0.345234346,0.25188331
65.33066132,0.346693387,0.347111739,0.346090682,0.362705547
65.53106212,0.344689379,0.344313352,0.344603143,0.344434801
65.73146293,0.342685371,0.34275294,0.342480446,0.25826061
65.93186373,0.340681363,0.34039008,0.337903743,0.319112061
66.13226453,0.338677355,0.338971397,0.339614481,0.386548553
66.33266533,0.336673347,0.335163574,0.341051424,0.27473463
66.53306613,0.334669339,0.335313529,0.330157961,0.399316897
66.73346693,0.332665331,0.332435398,0.332669774,0.356405297
66.93386774,0.330661323,0.331019931,0.330290968,0.319241918
67.13426854,0.328657315,0.328317005,0.330999088,0.32154095
67.33466934,0.326653307,0.326973668,0.326334014,0.368149662
67.53507014,0.324649299,0.323576736,0.324570975,0.253079585
67.73547094,0.322645291,0.323834445,0.317689812,0.424683388
67.93587174,0.320641283,0.318937738,0.320749802,0.279970306
68.13627255,0.318637275,0.317598036,0.314027852,0.280373112
68.33667335,0.316633267,0.316868933,0.319211788,0.377671676
68.53707415,0.314629259,0.316092101,0.314113164,0.354131875
68.73747495,0.312625251,0.312903377,0.312824543,0.378894835
68.93787575,0.310621242,0.310373334,0.306165291,0.362920296
69.13827655,0.308617234,0.307192144,0.312636022,0.327437031
69.33867735,0.306613226,0.30642195,0.310074796,0.242794019
69.53907816,0.304609218,0.304589341,0.308916838,0.280967223
69.73947896,0.30260521,0.304295779,0.313742141,0.312527179
69.93987976,0.300601202,0.301223328,0.300338605,0.299742074
70.14028056,0.298597194,0.297068102,0.304614209,0.195958053
70.34068136,0.296593186,0.298619965,0.295974047,0.348813454
70.54108216,0.294589178,0.294194168,0.296559615,0.381146301
70.74148297,0.29258517,0.291705711,0.294411857,0.36578993
70.94188377,0.290581162,0.292055985,0.291904121,0.239688181
71.14228457,0.288577154,0.288527399,0.291868435,0.310375493
71.34268537,0.286573146,0.286205744,0.285053464,0.180248242
71.54308617,0.284569138,0.284787924,0.2847738,0.369070045
71.74348697,0.28256513,0.283410019,0.285241678,0.185571285
71.94388778,0.280561122,0.281554458,0.289300392,0.30108656
72.14428858,0.278557114,0.277181912,0.274345331,0.336686099
72.34468938,0.276553106,0.278551588,0.267522443,0.341119193
72.54509018,0.274549098,0.27549596,0.272128671,0.291747624
72.74549098,0.27254509,0.272165889,0.272994732,0.201262588
72.94589178,0.270541082,0.269722422,0.271415968,0.265482293
73.14629259,0.268537074,0.267568062,0.268998163,0.25512115
73.34669339,0.266533066,0.266656445,0.272447017,0.284951024
73.54709419,0.264529058,0.263881042,0.269409307,0.313916357
73.74749499,0.26252505,0.261760176,0.262278711,0.295627094
73.94789579,0.260521042,0.261332296,0.258173306,0.36660187
74.14829659,0.258517034,0.258881601,0.25678699,0.291569577
74.34869739,0.256513026,0.256118455,0.254731505,0.237072151
74.5490982,0.254509018,0.255243266,0.253381021,0.336007996
74.749499,0.25250501,0.253872389,0.244641757,0.236778607
74.9498998,0.250501002,0.249406506,0.248195798,0.264594178
75.1503006,0.248496994,0.247893702,0.246372594,0.25753589
75.3507014,0.246492986,0.247435608,0.245548584,0.131831418
75.5511022,0.244488978,0.245207919,0.243217478,0.258329976
75.75150301,0.24248497,0.242711669,0.245845006,0.256956968
75.95190381,0.240480962,0.241643383,0.237821245,0.229995709
76.15230461,0.238476954,0.237388742,0.236284065,0.231412605
76.35270541,0.236472946,0.234993808,0.23918264,0.172252771
76.55310621,0.234468938,0.233602431,0.233292364,0.238592103
76.75350701,0.23246493,0.232587474,0.233547203,0.307611204
76.95390782,0.230460922,0.229664835,0.2338076,0.221597443
77.15430862,0.228456914,0.227969696,0.230566761,0.202350626
77.35470942,0.226452906,0.225477906,0.227703718,0.196066461
77.55511022,0.224448898,0.223828469,0.22346669,0.325303293
77.75551102,0.22244489,0.221440103,0.22585436,0.154682715
77.95591182,0.220440882,0.220808348,0.221318631,0.26268837
78.15631263,0.218436874,0.219231765,0.21591261,0.224007464
78.35671343,0.216432866,0.21595242,0.21567882,0.312477687
78.55711423,0.214428858,0.214221592,0.208338211,0.279992129
78.75751503,0.21242485,0.211843817,0.20761707,0.208008948
78.95791583,0.210420842,0.210952093,0.201006301,0.13334741
79.15831663,0.208416834,0.20850589,0.205017177,0.279898826
79.35871743,0.206412826,0.208006983,0.213090553,0.279315009
79.55911824,0.204408818,0.203313346,0.201626373,0.149163718
79.75951904,0.20240481,0.202767312,0.206342514,0.239666484
79.95991984,0.200400802,0.200844793,0.200383552,0.160362474
80.16032064,0.198396794,0.198036353,0.194894049,0.159587278
80.36072144,0.196392786,0.19697632,0.203084183,0.115927115
80.56112224,0.194388778,0.192950255,0.197299807,0.241034039
80.76152305,0.19238477,0.194503573,0.183625767,0.205941191
80.96192385,0.190380762,0.189038717,0.195587773,0.215105748
81.16232465,0.188376754,0.189296561,0.183002796,0.2610005
81.36272545,0.186372745,0.185251623,0.185483176,0.219803977
81.56312625,0.184368737,0.185519621,0.187709305,0.213596875
81.76352705,0.182364729,0.181979955,0.180865464,0.219828423
81.96392786,0.180360721,0.180519144,0.185955442,0.127132129
82.16432866,0.178356713,0.178410057,0.182163032,0.176633457
82.36472946,0.176352705,0.17745344,0.168468327,0.116039628
82.56513026,0.174348697,0.17402715,0.171986527,0.129353042
82.76553106,0.172344689,0.169377506,0.173755058,0.167753864
82.96593186,0.170340681,0.169580623,0.167465688,0.223435062
83.16633267,0.168336673,0.168520386,0.167255291,0.271247374
83.36673347,0.166332665,0.165892197,0.17033159,0.112073007
83.56713427,0.164328657,0.165098478,0.165912564,0.172995178
83.76753507,0.162324649,0.163339976,0.157721554,0.158779127
83.96793587,0.160320641,0.160172869,0.161193673,0.186682422
84.16833667,0.158316633,0.156826988,0.155255285,0.187437127
84.36873747,0.156312625,0.15769679,0.150236663,0.174433683
84.56913828,0.154308617,0.155391671,0.148658338,0.10594979
84.76953908,0.152304609,0.152005418,0.153739387,0.17203838
84.96993988,0.150300601,0.15240889,0.150160033,0.194916937
85.17034068,0.148296593,0.147947718,0.148323752,0.122627052
85.37074148,0.146292585,0.145155465,0.14056154,0.245200831
85.57114228,0.144288577,0.144132704,0.143368929,0.132542918
85.77154309,0.142284569,0.143362403,0.137098731,0.110591559
85.97194389,0.140280561,0.139343108,0.135648592,0.155099513
86.17234469,0.138276553,0.140227778,0.137450919,0.125397079
86.37274549,0.136272545,0.135376019,0.129355593,0.067913904
86.57314629,0.134268537,0.135222959,0.137614873,0.132960698
86.77354709,0.132264529,0.132808991,0.144698943,0.212049651
86.9739479,0.130260521,0.130106464,0.132554637,0.230387137
87.1743487,0.128256513,0.129337046,0.123041997,0.09990444
87.3747495,0.126252505,0.124752706,0.124896577,0.171516235
87.5751503,0.124248497,0.125606069,0.116471307,0.13087497
87.7755511,0.122244489,0.122180805,0.120356407,0.13643882
87.9759519,0.120240481,0.119698046,0.122777051,0.183609042
88.17635271,0.118236473,0.118985647,0.121183397,0.160840049
88.37675351,0.116232465,0.117292364,0.111073751,0.123948486
88.57715431,0.114228457,0.114998252,0.115724185,0.067791243
88.77755511,0.112224449,0.114223953,0.118006489,0.056025407
88.97795591,0.110220441,0.111301167,0.118995899,0.107019535
89.17835671,0.108216433,0.109499939,0.104712458,0.124397099
89.37875752,0.106212425,0.105672561,0.101891425,0.131371019
89.57915832,0.104208417,0.104314941,0.104480496,0.143306885
89.77955912,0.102204409,0.102767391,0.087563958,0.151183665
89.97995992,0.100200401,0.100182659,0.097545231,-0.019953434
90.18036072,0.098196393,0.098498028,0.096841518,0.143368409
90.38076152,0.096192385,0.09661849,0.093895675,0.043819996
90.58116232,0.094188377,0.095032621,0.086269011,0.149891805
90.78156313,0.092184369,0.09208276,0.090956613,0.109016585
90.98196393,0.090180361,0.089830562,0.086297318,0.121708352
91.18236473,0.088176353,0.087348037,0.091963768,0.061130065
91.38276553,0.086172345,0.085280612,0.081579971,0.100304911
91.58316633,0.084168337,0.085340788,0.082756611,-0.009192292
91.78356713,0.082164329,0.082079807,0.080999589,0.136926659
91.98396794,0.080160321,0.080947265,0.082998178,0.063618384
92.18436874,0.078156313,0.076858949,0.06542679,-0.051297702
92.38476954,0.076152305,0.074214137,0.07444918,0.129226482
